100 9900
47 10 6
47 11 2
47 12 1
47 13 7
47 14 4
47 15 8
47 16 4
47 17 1
47 18 2
47 19 10
47 20 5
47 21 6
47 22 10
47 23 1
47 24 8
47 25 5
47 26 7
47 27 4
47 28 9
47 29 9
47 30 1
47 31 3
47 32 10
47 33 6
47 34 2
47 35 3
47 36 2
47 37 5
47 38 8
47 39 3
47 40 2
47 41 2
47 42 6
47 43 3
47 44 2
47 45 3
47 46 7
47 48 1
47 49 3
47 50 3
47 51 10
47 52 8
47 53 1
47 54 4
47 55 1
47 56 9
47 57 2
47 58 5
47 59 9
47 60 2
47 61 9
47 62 10
47 63 7
47 64 1
47 65 4
47 66 7
47 67 2
47 68 9
47 69 5
47 70 8
47 71 3
47 72 4
47 73 10
47 74 8
47 75 5
47 76 5
47 77 2
47 78 7
47 79 1
47 80 5
47 81 5
47 82 1
47 83 9
47 84 3
47 85 10
47 86 9
47 87 4
47 88 3
47 89 10
47 90 4
47 91 9
47 92 7
47 93 5
47 94 8
47 95 5
47 96 9
47 97 6
47 98 8
47 99 10
48 0 8
48 1 9
48 2 5
48 3 3
48 4 2
48 5 2
48 6 2
48 7 9
48 8 3
48 9 9
48 10 7
48 11 2
48 12 7
48 13 2
48 14 9
48 15 7
48 16 3
48 17 6
48 18 3
48 19 8
48 20 8
48 21 1
48 22 1
48 23 9
48 24 1
48 25 8
48 26 2
48 27 7
48 28 4
48 29 10
48 30 8
48 31 8
48 32 7
48 33 7
48 34 1
48 35 1
48 36 6
48 37 4
48 38 2
48 39 9
48 40 7
48 41 8
48 42 4
48 43 2
48 44 9
48 45 4
48 46 9
48 47 9
48 49 4
48 50 1
48 51 7
48 52 6
48 53 9
48 54 8
48 55 8
48 56 2
48 57 3
48 58 6
48 59 2
48 60 4
48 61 10
48 62 9
48 63 2
48 64 8
48 65 3
48 66 7
48 67 6
48 68 8
48 69 3
48 70 6
48 71 1
48 72 1
48 73 10
48 74 8
48 75 4
48 76 6
48 77 3
48 78 5
48 79 8
48 80 8
48 81 4
48 82 2
48 83 9
48 84 3
48 85 5
48 86 6
48 87 7
48 88 4
48 89 8
48 90 7
48 91 5
48 92 3
48 93 2
48 94 2
48 95 9
48 96 9
48 97 10
48 98 4
48 99 5
49 0 1
49 1 10
49 2 2
49 3 10
49 4 7
49 5 2
49 6 9
49 7 5
49 8 9
49 9 6
49 10 8
49 11 7
49 12 8
49 13 6
49 14 10
49 15 6
49 16 1
49 17 6
49 18 2
49 19 2
49 20 7
49 21 4
49 22 4
49 23 1
49 24 2
49 25 8
49 26 6
49 27 10
49 28 1
49 29 1
49 30 6
49 31 5
49 32 5
49 33 2
49 34 3
49 35 4
49 36 4
49 37 3
49 38 8
49 39 2
49 40 2
49 41 7
49 42 7
49 43 1
49 44 8
49 45 3
49 46 10
49 47 2
49 48 5
49 50 7
49 51 10
49 52 4
49 53 1
49 54 3
49 55 8
49 56 7
49 57 3
49 58 8
49 59 4
49 60 10
49 61 8
49 62 8
49 63 9
49 64 5
49 65 9
49 66 5
49 67 9
49 68 2
49 69 5
49 70 2
49 71 6
49 72 6
49 73 6
49 74 3
49 75 8
49 76 5
49 77 2
49 78 5
49 79 6
49 80 8
49 81 8
49 82 6
49 83 7
49 84 7
49 85 7
49 86 8
49 87 9
49 88 8
49 89 8
49 90 9
49 91 5
49 92 10
49 93 6
49 94 8
49 95 5
49 96 7
49 97 1
49 98 8
49 99 6
50 0 10
50 1 8
50 2 5
50 3 7
50 4 1
50 5 2
50 6 1
50 7 10
50 8 10
50 9 5
50 10 4
50 11 3
50 12 10
50 13 3
50 14 5
50 15 1
50 16 6
50 17 5
50 18 2
50 19 6
50 20 8
50 21 5
50 22 6
50 23 10
50 24 4
50 25 7
50 26 3
50 27 8
50 28 7
50 29 8
50 30 5
50 31 6
50 32 1
50 33 7
50 34 3
50 35 1
50 36 8
50 37 3
50 38 6
50 39 4
50 40 9
50 41 3
50 42 1
50 43 3
50 44 7
50 45 10
50 46 6
50 47 2
50 48 10
50 49 1
50 51 8
50 52 9
50 53 9
50 54 4
50 55 5
50 56 8
50 57 5
50 58 6
50 59 1
50 60 3
50 61 3
50 62 1
50 63 1
50 64 7
50 65 10
50 66 10
50 67 6
50 68 6
50 69 9
50 70 4
50 71 8
50 72 8
50 73 1
50 74 5
50 75 8
50 76 6
50 77 4
50 78 10
50 79 3
50 80 1
50 81 6
50 82 6
50 83 6
50 84 5
50 85 1
50 86 4
50 87 7
50 88 9
50 89 8
50 90 1
50 91 1
50 92 1
50 93 1
50 94 2
50 95 2
50 96 10
50 97 2
50 98 10
50 99 10
51 0 6
51 1 4
51 2 3
51 3 7
51 4 4
51 5 8
51 6 6
51 7 10
51 8 5
51 9 8
51 10 9
51 11 1
51 12 3
51 13 7
51 14 7
51 15 3
51 16 8
51 17 4
51 18 3
51 19 5
51 20 1
51 21 9
51 22 5
51 23 8
51 24 6
51 25 1
51 26 2
51 27 3
51 28 7
51 29 9
51 30 6
51 31 2
51 32 1
51 33 6
51 34 4
51 35 3
51 36 5
51 37 1
51 38 7
51 39 7
51 40 3
51 41 4
51 42 4
51 43 3
51 44 6
51 45 8
51 46 7
51 47 1
51 48 6
51 49 8
51 50 5
51 52 1
51 53 1
51 54 1
51 55 1
51 56 3
51 57 7
51 58 9
51 59 2
51 60 1
51 61 3
51 62 10
51 63 2
51 64 9
51 65 2
51 66 2
51 67 5
51 68 7
51 69 3
51 70 2
51 71 8
51 72 4
51 73 8
51 74 5
51 75 6
51 76 9
51 77 6
51 78 10
51 79 5
51 80 5
51 81 1
51 82 6
51 83 9
51 84 3
51 85 5
51 86 3
51 87 10
51 88 2
51 89 4
51 90 10
51 91 1
51 92 1
51 93 6
51 94 10
51 95 4
51 96 10
51 97 2
51 98 6
51 99 9
52 0 5
52 1 9
52 2 2
52 3 2
52 4 5
52 5 9
52 6 10
52 7 7
52 8 6
52 9 7
52 10 7
52 11 4
52 12 7
52 13 3
52 14 1
52 15 5
52 16 9
52 17 2
52 18 2
52 19 3
52 20 2
52 21 2
52 22 6
52 23 9
52 24 9
52 25 9
52 26 9
52 27 9
52 28 6
52 29 7
52 30 4
52 31 2
52 32 8
52 33 5
52 34 5
52 35 8
52 36 4
52 37 8
52 38 6
52 39 4
52 40 6
52 41 4
52 42 5
52 43 2
52 44 7
52 45 7
52 46 9
52 47 5
52 48 4
52 49 1
52 50 2
52 51 6
52 53 10
52 54 8
52 55 2
52 56 7
52 57 6
52 58 9
52 59 8
52 60 2
52 61 2
52 62 10
52 63 7
52 64 7
52 65 8
52 66 7
52 67 10
52 68 4
52 69 9
52 70 9
52 71 10
52 72 9
52 73 1
52 74 4
52 75 1
52 76 7
52 77 7
52 78 1
52 79 7
52 80 10
52 81 4
52 82 2
52 83 8
52 84 10
52 85 1
52 86 9
52 87 2
52 88 7
52 89 3
52 90 2
52 91 3
52 92 1
52 93 4
52 94 8
52 95 2
52 96 3
52 97 5
52 98 1
52 99 7
53 0 3
53 1 8
53 2 5
53 3 5
53 4 6
53 5 1
53 6 5
53 7 6
53 8 10
53 9 4
53 10 9
53 11 6
53 12 4
53 13 6
53 14 5
53 15 4
53 16 1
53 17 7
53 18 2
53 19 5
53 20 9
53 21 5
53 22 7
53 23 1
53 24 7
53 25 2
53 26 4
53 27 3
53 28 4
53 29 8
53 30 8
53 31 6
53 32 1
53 33 1
53 34 4
53 35 7
53 36 2
53 37 5
53 38 4
53 39 7
53 40 10
53 41 6
53 42 10
53 43 10
53 44 4
53 45 8
53 46 7
53 47 7
53 48 2
53 49 10
53 50 2
53 51 6
53 52 8
53 54 7
53 55 7
53 56 3
53 57 3
53 58 9
53 59 7
53 60 3
53 61 9
53 62 9
53 63 5
53 64 3
53 65 6
53 66 8
53 67 5
53 68 1
53 69 2
53 70 1
53 71 8
53 72 10
53 73 5
53 74 8
53 75 3
53 76 5
53 77 4
53 78 9
53 79 2
53 80 2
53 81 10
53 82 6
53 83 2
53 84 7
53 85 3
53 86 5
53 87 7
53 88 6
53 89 3
53 90 2
53 91 2
53 92 8
53 93 6
53 94 1
53 95 7
53 96 7
53 97 5
53 98 3
53 99 3
54 0 9
54 1 7
54 2 9
54 3 5
54 4 8
54 5 4
54 6 8
54 7 9
54 8 3
54 9 7
54 10 1
54 11 1
54 12 9
54 13 1
54 14 10
54 15 3
54 16 6
54 17 9
54 18 9
54 19 5
54 20 5
54 21 7
54 22 8
54 23 9
54 24 10
54 25 1
54 26 10
54 27 8
54 28 5
54 29 9
54 30 6
54 31 10
54 32 1
54 33 6
54 34 6
54 35 8
54 36 7
54 37 8
54 38 6
54 39 4
54 40 2
54 41 1
54 42 3
54 43 10
54 44 9
54 45 7
54 46 8
54 47 5
54 48 8
54 49 9
54 50 3
54 51 10
54 52 10
54 53 5
54 55 2
54 56 7
54 57 5
54 58 3
54 59 6
54 60 4
54 61 3
54 62 5
54 63 7
54 64 5
54 65 3
54 66 3
54 67 5
54 68 4
54 69 9
54 70 4
54 71 7
54 72 5
54 73 8
54 74 10
54 75 7
54 76 8
54 77 10
54 78 9
54 79 3
54 80 8
54 81 7
54 82 1
54 83 7
54 84 5
54 85 9
54 86 3
54 87 7
54 88 3
54 89 2
54 90 3
54 91 1
54 92 3
54 93 6
54 94 4
54 95 1
54 96 4
54 97 2
54 98 10
54 99 10
55 0 3
55 1 4
55 2 1
55 3 3
55 4 9
55 5 2
55 6 8
55 7 9
55 8 1
55 9 3
55 10 1
55 11 5
55 12 3
55 13 2
55 14 4
55 15 4
55 16 7
55 17 7
55 18 4
55 19 7
55 20 5
55 21 8
55 22 5
55 23 9
55 24 5
55 25 6
55 26 1
55 27 1
55 28 1
55 29 5
55 30 8
55 31 3
55 32 4
55 33 2
55 34 8
55 35 2
55 36 6
55 37 10
55 38 7
55 39 2
55 40 7
55 41 3
55 42 7
55 43 5
55 44 9
55 45 9
55 46 5
55 47 4
55 48 6
55 49 2
55 50 9
55 51 2
55 52 2
55 53 4
55 54 10
55 56 7
55 57 5
55 58 4
55 59 8
55 60 3
55 61 8
55 62 2
55 63 10
55 64 5
55 65 7
55 66 3
55 67 5
55 68 9
55 69 6
55 70 6
55 71 4
55 72 10
55 73 2
55 74 3
55 75 8
55 76 3
55 77 2
55 78 5
55 79 10
55 80 7
55 81 8
55 82 10
55 83 9
55 84 4
55 85 9
55 86 10
55 87 1
55 88 9
55 89 5
55 90 1
55 91 2
55 92 5
55 93 3
55 94 8
55 95 1
55 96 4
55 97 8
55 98 9
55 99 2
56 0 5
56 1 10
56 2 10
56 3 6
56 4 5
56 5 8
56 6 2
56 7 5
56 8 8
56 9 9
56 10 5
56 11 8
56 12 3
56 13 9
56 14 1
56 15 7
56 16 2
56 17 7
56 18 10
56 19 9
56 20 1
56 21 8
56 22 3
56 23 3
56 24 3
56 25 1
56 26 10
56 27 3
56 28 7
56 29 7
56 30 4
56 31 10
56 32 10
56 33 3
56 34 4
56 35 4
56 36 5
56 37 3
56 38 4
56 39 6
56 40 4
56 41 3
56 42 9
56 43 6
56 44 1
56 45 5
56 46 7
56 47 6
56 48 8
56 49 9
56 50 6
56 51 8
56 52 9
56 53 7
56 54 8
56 55 1
56 57 9
56 58 7
56 59 6
56 60 1
56 61 9
56 62 5
56 63 8
56 64 3
56 65 3
56 66 3
56 67 5
56 68 8
56 69 10
56 70 8
56 71 2
56 72 2
56 73 4
56 74 7
56 75 9
56 76 7
56 77 1
56 78 7
56 79 9
56 80 5
56 81 7
56 82 8
56 83 3
56 84 8
56 85 1
56 86 1
56 87 9
56 88 8
56 89 6
56 90 1
56 91 7
56 92 7
56 93 1
56 94 7
56 95 9
56 96 6
56 97 2
56 98 3
56 99 8
57 0 6
57 1 1
57 2 7
57 3 2
57 4 1
57 5 10
57 6 8
57 7 4
57 8 6
57 9 6
57 10 3
57 11 6
57 12 9
57 13 9
57 14 8
57 15 10
57 16 1
57 17 6
57 18 2
57 19 9
57 20 1
57 21 3
57 22 10
57 23 9
57 24 9
57 25 7
57 26 6
57 27 4
57 28 9
57 29 3
57 30 8
57 31 7
57 32 3
57 33 7
57 34 7
57 35 10
57 36 6
57 37 4
57 38 8
57 39 3
57 40 7
57 41 4
57 42 1
57 43 5
57 44 7
57 45 6
57 46 6
57 47 4
57 48 1
57 49 2
57 50 9
57 51 4
57 52 10
57 53 2
57 54 5
57 55 3
57 56 4
57 58 5
57 59 10
57 60 6
57 61 9
57 62 1
57 63 1
57 64 2
57 65 3
57 66 5
57 67 2
57 68 6
57 69 8
57 70 6
57 71 5
57 72 10
57 73 9
57 74 9
57 75 3
57 76 9
57 77 10
57 78 2
57 79 2
57 80 9
57 81 7
57 82 2
57 83 2
57 84 9
57 85 1
57 86 1
57 87 10
57 88 6
57 89 5
57 90 10
57 91 1
57 92 5
57 93 6
57 94 2
57 95 1
57 96 9
57 97 3
57 98 1
57 99 1
58 0 9
58 1 5
58 2 6
58 3 10
58 4 10
58 5 1
58 6 1
58 7 10
58 8 4
58 9 8
58 10 1
58 11 7
58 12 8
58 13 6
58 14 2
58 15 4
58 16 10
58 17 10
58 18 8
58 19 9
58 20 3
58 21 8
58 22 8
58 23 6
58 24 8
58 25 3
58 26 9
58 27 5
58 28 8
58 29 7
58 30 10
58 31 10
58 32 4
58 33 5
58 34 10
58 35 3
58 36 3
58 37 5
58 38 5
58 39 6
58 40 2
58 41 1
58 42 9
58 43 9
58 44 5
58 45 6
58 46 9
58 47 3
58 48 5
58 49 6
58 50 5
58 51 10
58 52 6
58 53 10
58 54 4
58 55 6
58 56 5
58 57 4
58 59 5
58 60 10
58 61 6
58 62 1
58 63 7
58 64 6
58 65 9
58 66 8
58 67 8
58 68 10
58 69 4
58 70 7
58 71 3
58 72 5
58 73 3
58 74 2
58 75 7
58 76 4
58 77 4
58 78 10
58 79 8
58 80 5
58 81 4
58 82 5
58 83 4
58 84 8
58 85 4
58 86 6
58 87 5
58 88 9
58 89 5
58 90 1
58 91 9
58 92 3
58 93 8
58 94 8
58 95 4
58 96 8
58 97 1
58 98 6
58 99 6
59 0 5
59 1 9
59 2 7
59 3 6
59 4 5
59 5 7
59 6 7
59 7 9
59 8 10
59 9 4
59 10 2
59 11 1
59 12 7
59 13 10
59 14 9
59 15 3
59 16 2
59 17 9
59 18 9
59 19 3
59 20 2
59 21 4
59 22 6
59 23 9
59 24 10
59 25 2
59 26 1
59 27 5
59 28 5
59 29 10
59 30 5
59 31 3
59 32 6
59 33 5
59 34 8
59 35 2
59 36 7
59 37 1
59 38 9
59 39 10
59 40 5
59 41 6
59 42 8
59 43 1
59 44 4
59 45 2
59 46 6
59 47 3
59 48 7
59 49 8
59 50 4
59 51 5
59 52 6
59 53 7
59 54 10
59 55 6
59 56 10
59 57 4
59 58 7
59 60 1
59 61 1
59 62 9
59 63 10
59 64 8
59 65 4
59 66 2
59 67 10
59 68 8
59 69 8
59 70 7
59 71 10
59 72 4
59 73 2
59 74 5
59 75 5
59 76 10
59 77 1
59 78 5
59 79 4
59 80 5
59 81 7
59 82 4
59 83 9
59 84 4
59 85 5
59 86 2
59 87 9
59 88 7
59 89 3
59 90 3
59 91 3
59 92 5
59 93 2
59 94 4
59 95 7
59 96 6
59 97 6
59 98 9
59 99 1
60 0 9
60 1 3
60 2 2
60 3 5
60 4 7
60 5 4
60 6 9
60 7 4
60 8 6
60 9 10
60 10 3
60 11 2
60 12 4
60 13 5
60 14 1
60 15 2
60 16 1
60 17 9
60 18 9
60 19 9
60 20 5
60 21 3
60 22 4
60 23 2
60 24 10
60 25 7
60 26 7
60 27 8
60 28 3
60 29 3
60 30 6
60 31 1
60 32 3
60 33 7
60 34 1
60 35 9
60 36 8
60 37 8
60 38 5
60 39 9
60 40 7
60 41 8
60 42 2
60 43 8
60 44 7
60 45 10
60 46 10
60 47 7
60 48 10
60 49 8
60 50 2
60 51 1
60 52 5
60 53 5
60 54 2
60 55 7
60 56 9
60 57 3
60 58 9
60 59 1
60 61 3
60 62 8
60 63 10
60 64 1
60 65 7
60 66 8
60 67 10
60 68 3
60 69 10
60 70 10
60 71 5
60 72 1
60 73 5
60 74 5
60 75 9
60 76 3
60 77 6
60 78 1
60 79 7
60 80 5
60 81 5
60 82 2
60 83 2
60 84 2
60 85 3
60 86 5
60 87 8
60 88 5
60 89 7
60 90 4
60 91 6
60 92 1
60 93 5
60 94 9
60 95 2
60 96 8
60 97 8
60 98 5
60 99 8
61 0 6
61 1 3
61 2 10
61 3 2
61 4 4
61 5 4
61 6 10
61 7 3
61 8 6
61 9 9
61 10 1
61 11 4
61 12 8
61 13 4
61 14 1
61 15 8
61 16 1
61 17 9
61 18 10
61 19 8
61 20 9
61 21 4
61 22 1
61 23 1
61 24 10
61 25 9
61 26 1
61 27 8
61 28 9
61 29 10
61 30 4
61 31 1
61 32 4
61 33 9
61 34 3
61 35 7
61 36 2
61 37 10
61 38 2
61 39 10
61 40 2
61 41 8
61 42 6
61 43 8
61 44 7
61 45 7
61 46 7
61 47 9
61 48 6
61 49 8
61 50 1
61 51 5
61 52 7
61 53 6
61 54 9
61 55 6
61 56 1
61 57 3
61 58 3
61 59 3
61 60 4
61 62 8
61 63 1
61 64 8
61 65 5
61 66 2
61 67 1
61 68 10
61 69 6
61 70 3
61 71 8
61 72 6
61 73 6
61 74 10
61 75 5
61 76 1
61 77 10
61 78 1
61 79 6
61 80 1
61 81 4
61 82 1
61 83 7
61 84 1
61 85 9
61 86 9
61 87 4
61 88 3
61 89 7
61 90 1
61 91 2
61 92 5
61 93 7
61 94 8
61 95 4
61 96 10
61 97 4
61 98 4
61 99 4
62 0 7
62 1 3
62 2 6
62 3 1
62 4 10
62 5 4
62 6 5
62 7 7
62 8 7
62 9 5
62 10 4
62 11 10
62 12 7
62 13 2
62 14 4
62 15 10
62 16 5
62 17 2
62 18 6
62 19 4
62 20 5
62 21 4
62 22 9
62 23 8
62 24 7
62 25 1
62 26 10
62 27 7
62 28 6
62 29 4
62 30 6
62 31 6
62 32 1
62 33 8
62 34 1
62 35 3
62 36 3
62 37 9
62 38 3
62 39 1
62 40 1
62 41 1
62 42 3
62 43 5
62 44 1
62 45 3
62 46 1
62 47 3
62 48 4
62 49 1
62 50 7
62 51 7
62 52 1
62 53 3
62 54 9
62 55 3
62 56 7
62 57 6
62 58 6
62 59 10
62 60 1
62 61 9
62 63 9
62 64 8
62 65 7
62 66 8
62 67 2
62 68 4
62 69 5
62 70 2
62 71 2
62 72 1
62 73 9
62 74 5
62 75 2
62 76 6
62 77 10
62 78 2
62 79 2
62 80 8
62 81 4
62 82 9
62 83 6
62 84 7
62 85 1
62 86 10
62 87 7
62 88 8
62 89 3
62 90 3
62 91 1
62 92 10
62 93 5
62 94 8
62 95 2
62 96 5
62 97 1
62 98 2
62 99 7
63 0 6
63 1 1
63 2 3
63 3 3
63 4 9
63 5 3
63 6 2
63 7 8
63 8 2
63 9 4
63 10 8
63 11 7
63 12 6
63 13 1
63 14 2
63 15 10
63 16 5
63 17 1
63 18 6
63 19 8
63 20 2
63 21 3
63 22 10
63 23 7
63 24 2
63 25 8
63 26 2
63 27 4
63 28 4
63 29 1
63 30 10
63 31 7
63 32 10
63 33 6
63 34 4
63 35 6
63 36 10
63 37 7
63 38 5
63 39 3
63 40 9
63 41 2
63 42 7
63 43 8
63 44 4
63 45 9
63 46 4
63 47 10
63 48 1
63 49 9
63 50 4
63 51 8
63 52 3
63 53 1
63 54 3
63 55 7
63 56 10
63 57 1
63 58 5
63 59 9
63 60 5
63 61 4
63 62 8
63 64 6
63 65 5
63 66 6
63 67 3
63 68 5
63 69 1
63 70 3
63 71 7
63 72 6
63 73 9
63 74 1
63 75 1
63 76 3
63 77 9
63 78 6
63 79 10
63 80 9
63 81 4
63 82 4
63 83 6
63 84 2
63 85 7
63 86 2
63 87 9
63 88 10
63 89 2
63 90 3
63 91 3
63 92 7
63 93 6
63 94 1
63 95 6
63 96 3
63 97 10
63 98 6
63 99 2
64 0 5
64 1 4
64 2 8
64 3 9
64 4 7
64 5 6
64 6 1
64 7 6
64 8 10
64 9 7
64 10 8
64 11 9
64 12 6
64 13 8
64 14 4
64 15 9
64 16 6
64 17 7
64 18 8
64 19 2
64 20 1
64 21 2
64 22 10
64 23 5
64 24 3
64 25 7
64 26 6
64 27 2
64 28 10
64 29 9
64 30 2
64 31 9
64 32 8
64 33 8
64 34 6
64 35 4
64 36 4
64 37 9
64 38 8
64 39 5
64 40 5
64 41 4
64 42 10
64 43 9
64 44 1
64 45 6
64 46 6
64 47 4
64 48 4
64 49 9
64 50 7
64 51 5
64 52 5
64 53 3
64 54 10
64 55 5
64 56 2
64 57 3
64 58 5
64 59 2
64 60 9
64 61 5
64 62 7
64 63 8
64 65 9
64 66 2
64 67 7
64 68 4
64 69 10
64 70 1
64 71 5
64 72 2
64 73 1
64 74 4
64 75 8
64 76 10
64 77 3
64 78 9
64 79 1
64 80 1
64 81 1
64 82 2
64 83 1
64 84 7
64 85 8
64 86 1
64 87 6
64 88 4
64 89 4
64 90 8
64 91 7
64 92 7
64 93 5
64 94 4
64 95 2
64 96 9
64 97 7
64 98 1
64 99 8
65 0 3
65 1 10
65 2 7
65 3 5
65 4 7
65 5 6
65 6 2
65 7 2
65 8 1
65 9 9
65 10 10
65 11 5
65 12 5
65 13 10
65 14 2
65 15 6
65 16 5
65 17 3
65 18 6
65 19 1
65 20 5
65 21 5
65 22 9
65 23 4
65 24 2
65 25 5
65 26 7
65 27 7
65 28 8
65 29 1
65 30 3
65 31 7
65 32 9
65 33 6
65 34 7
65 35 8
65 36 7
65 37 2
65 38 3
65 39 4
65 40 1
65 41 2
65 42 4
65 43 5
65 44 9
65 45 2
65 46 7
65 47 7
65 48 8
65 49 1
65 50 2
65 51 1
65 52 2
65 53 7
65 54 5
65 55 6
65 56 5
65 57 7
65 58 8
65 59 9
65 60 1
65 61 4
65 62 6
65 63 4
65 64 7
65 66 7
65 67 1
65 68 5
65 69 7
65 70 6
65 71 4
65 72 1
65 73 2
65 74 7
65 75 8
65 76 2
65 77 1
65 78 7
65 79 4
65 80 9
65 81 8
65 82 5
65 83 10
65 84 5
65 85 10
65 86 6
65 87 3
65 88 8
65 89 8
65 90 9
65 91 3
65 92 6
65 93 1
65 94 8
65 95 10
65 96 3
65 97 5
65 98 10
65 99 2
66 0 2
66 1 8
66 2 4
66 3 2
66 4 6
66 5 9
66 6 9
66 7 3
66 8 7
66 9 5
66 10 9
66 11 8
66 12 8
66 13 10
66 14 7
66 15 1
66 16 8
66 17 2
66 18 9
66 19 4
66 20 9
66 21 8
66 22 10
66 23 9
66 24 9
66 25 9
66 26 2
66 27 3
66 28 9
66 29 8
66 30 4
66 31 10
66 32 2
66 33 10
66 34 2
66 35 2
66 36 3
66 37 10
66 38 1
66 39 6
66 40 9
66 41 5
66 42 8
66 43 6
66 44 6
66 45 10
66 46 8
66 47 9
66 48 1
66 49 10
66 50 1
66 51 5
66 52 6
66 53 4
66 54 2
66 55 3
66 56 4
66 57 9
66 58 4
66 59 1
66 60 7
66 61 10
66 62 1
66 63 4
66 64 3
66 65 4
66 67 1
66 68 8
66 69 6
66 70 4
66 71 10
66 72 7
66 73 9
66 74 4
66 75 8
66 76 1
66 77 2
66 78 8
66 79 8
66 80 6
66 81 8
66 82 8
66 83 8
66 84 4
66 85 9
66 86 6
66 87 4
66 88 9
66 89 2
66 90 8
66 91 1
66 92 5
66 93 3
66 94 3
66 95 8
66 96 4
66 97 6
66 98 2
66 99 6
67 0 6
67 1 8
67 2 2
67 3 5
67 4 5
67 5 8
67 6 5
67 7 7
67 8 3
67 9 7
67 10 5
67 11 5
67 12 2
67 13 3
67 14 9
67 15 3
67 16 5
67 17 8
67 18 3
67 19 1
67 20 9
67 21 5
67 22 10
67 23 6
67 24 7
67 25 4
67 26 7
67 27 3
67 28 4
67 29 2
67 30 8
67 31 6
67 32 10
67 33 7
67 34 2
67 35 1
67 36 3
67 37 3
67 38 1
67 39 9
67 40 10
67 41 3
67 42 1
67 43 1
67 44 8
67 45 3
67 46 1
67 47 2
67 48 10
67 49 6
67 50 1
67 51 3
67 52 1
67 53 4
67 54 3
67 55 7
67 56 9
67 57 1
67 58 5
67 59 3
67 60 7
67 61 8
67 62 4
67 63 10
67 64 6
67 65 10
67 66 9
67 68 7
67 69 6
67 70 10
67 71 8
67 72 10
67 73 4
67 74 2
67 75 3
67 76 2
67 77 9
67 78 4
67 79 3
67 80 2
67 81 5
67 82 7
67 83 6
67 84 7
67 85 8
67 86 3
67 87 9
67 88 7
67 89 8
67 90 7
67 91 8
67 92 5
67 93 6
67 94 5
67 95 4
67 96 1
67 97 3
67 98 7
67 99 3
68 0 5
68 1 5
68 2 10
68 3 4
68 4 7
68 5 7
68 6 2
68 7 9
68 8 5
68 9 9
68 10 4
68 11 4
68 12 10
68 13 6
68 14 6
68 15 10
68 16 5
68 17 8
68 18 10
68 19 1
68 20 9
68 21 10
68 22 8
68 23 3
68 24 6
68 25 3
68 26 1
68 27 3
68 28 9
68 29 10
68 30 9
68 31 1
68 32 4
68 33 2
68 34 5
68 35 7
68 36 8
68 37 2
68 38 10
68 39 4
68 40 10
68 41 7
68 42 5
68 43 8
68 44 10
68 45 9
68 46 7
68 47 3
68 48 3
68 49 6
68 50 3
68 51 9
68 52 2
68 53 8
68 54 2
68 55 3
68 56 10
68 57 10
68 58 2
68 59 2
68 60 2
68 61 6
68 62 5
68 63 4
68 64 6
68 65 8
68 66 7
68 67 6
68 69 9
68 70 10
68 71 2
68 72 9
68 73 5
68 74 10
68 75 8
68 76 10
68 77 9
68 78 2
68 79 6
68 80 7
68 81 9
68 82 2
68 83 8
68 84 8
68 85 6
68 86 5
68 87 9
68 88 7
68 89 4
68 90 1
68 91 3
68 92 4
68 93 5
68 94 1
68 95 8
68 96 3
68 97 7
68 98 1
68 99 1
69 0 4
69 1 4
69 2 9
69 3 5
69 4 6
69 5 3
69 6 2
69 7 8
69 8 10
69 9 1
69 10 9
69 11 10
69 12 8
69 13 9
69 14 4
69 15 5
69 16 8
69 17 7
69 18 4
69 19 10
69 20 1
69 21 10
69 22 2
69 23 7
69 24 1
69 25 6
69 26 9
69 27 3
69 28 4
69 29 6
69 30 3
69 31 6
69 32 9
69 33 10
69 34 9
69 35 10
69 36 7
69 37 3
69 38 8
69 39 3
69 40 6
69 41 5
69 42 3
69 43 8
69 44 6
69 45 1
69 46 9
69 47 10
69 48 2
69 49 9
69 50 9
69 51 7
69 52 2
69 53 2
69 54 4
69 55 5
69 56 5
69 57 9
69 58 7
69 59 5
69 60 8
69 61 6
69 62 4
69 63 6
69 64 9
69 65 6
69 66 1
69 67 5
69 68 7
69 70 4
69 71 9
69 72 2
69 73 4
69 74 1
69 75 10
69 76 6
69 77 1
69 78 3
69 79 9
69 80 2
69 81 9
69 82 7
69 83 1
69 84 3
69 85 2
69 86 10
69 87 10
69 88 8
69 89 8
69 90 8
69 91 10
69 92 10
69 93 4
69 94 9
69 95 6
69 96 3
69 97 9
69 98 2
69 99 3
70 0 3
70 1 8
70 2 6
70 3 4
70 4 6
70 5 8
70 6 6
70 7 1
70 8 5
70 9 10
70 10 4
70 11 4
70 12 4
70 13 7
70 14 1
70 15 7
70 16 8
70 17 8
70 18 9
70 19 5
70 20 1
70 21 7
70 22 9
70 23 9
70 24 5
70 25 5
70 26 10
70 27 7
70 28 3
70 29 3
70 30 8
70 31 4
70 32 9
70 33 9
70 34 2
70 35 10
70 36 7
70 37 10
70 38 5
70 39 2
70 40 2
70 41 3
70 42 6
70 43 9
70 44 1
70 45 9
70 46 7
70 47 7
70 48 1
70 49 7
70 50 1
70 51 4
70 52 7
70 53 1
70 54 10
70 55 5
70 56 6
70 57 4
70 58 2
70 59 9
70 60 3
70 61 9
70 62 9
70 63 2
70 64 6
